userId,id,title,titleEng,completed
1,1,delectus aut autem,chosen or,FALSE
1,2,quis ut nam facilis et officia qui,who should be easy and whose duties,FALSE
1,3,fugiat veniam minus,let him flee less,FALSE
1,4,et porro tempora,and further times,TRUE
1,5,laboriosam mollitia et enim quasi adipisci quia provident illum,laborious resilience and in fact you seem to gain because they provide for it,FALSE
1,6,qui ullam ratione quibusdam voluptatem quia omnis,who for any reason gives pleasure to some because all,FALSE
1,7,illo expedita consequatur quia in,he will have an expedient result because in,FALSE
1,8,quo adipisci enim quam ut ab,for by which you can obtain it as from,TRUE
1,9,molestiae perspiciatis ipsa,the trouble itself is clear,FALSE
1,10,illo est ratione doloremque quia maiores aut,it is for that reason that the pain is because they are older or,TRUE
1,11,vero rerum temporibus dolor,But in the times of things there is pain,TRUE
1,12,ipsa repellendus fugit nisi,she flees unless she is repulsed,TRUE
1,13,et doloremque nulla,and no pain,FALSE
1,14,repellendus sunt dolores architecto voluptatum,pains must be repelled by the architect of pleasures,TRUE
1,15,ab voluptatum amet voluptas,from the pleasures of pleasure,TRUE
1,16,accusamus eos facilis sint et aut voluptatem,we accuse them of being easy and of pleasure,TRUE
1,17,quo laboriosam deleniti aut qui,or who,TRUE
1,18,dolorum est consequatur ea mollitia in culpa,the consequence of suffering is that resilience in guilt,FALSE
1,19,molestiae ipsa aut voluptatibus pariatur dolor nihil,Pain is nothing compared to discomfort itself or to pleasures,TRUE
1,20,ullam nobis libero sapiente ad optio sint,We have no free choice,TRUE
2,21,suscipit repellat esse quibusdam voluptatem incidunt,it takes and repulses to be a pleasure incident to some,FALSE
2,22,distinctio vitae autem nihil ut molestias quo,But the distinction of life is nothing like the trouble with which,TRUE
2,23,et itaque necessitatibus maxime molestiae qui quas velit,and therefore to the needs of the most trouble whoever wants them,FALSE
2,24,adipisci non ad dicta qui amet quaerat doloribus ea,do not get to the sayings who will seek them with pains,FALSE
2,25,voluptas quo tenetur perspiciatis explicabo natus,I will explain the pleasure to which it is bound to be born,TRUE
2,26,aliquam aut quasi,some sort of,TRUE
2,27,veritatis pariatur delectus,the choice of truth is born,TRUE
2,28,nesciunt totam sit blanditiis sit,they do not know that it is all flattery,FALSE
2,29,laborum aut in quam,or in which,FALSE
2,30,nemo perspiciatis repellat ut dolor libero commodi blanditiis omnis,"no one repulses the unintelligent, so that pain is free from the flattery of all comforts",TRUE
2,31,repudiandae totam in est sint facere fuga,To reject the whole is to make a flight,FALSE
2,32,earum doloribus ea doloremque quis,Who cares for their pains and sufferings?,FALSE
2,33,sint sit aut vero,whether it be true or not,FALSE
2,34,porro aut necessitatibus eaque distinctio,"further, or by necessity, and that distinction",FALSE
2,35,repellendus veritatis molestias dicta incidunt,"to be repelled by the truth, the trouble said to occur",TRUE
2,36,excepturi deleniti adipisci voluptatem et neque optio illum ad,"You will receive the pleasure of the gentle, and there is no option for it",TRUE
2,37,sunt cum tempora,there are times when,FALSE
2,38,totam quia non,the whole because no,FALSE
2,39,doloremque quibusdam asperiores libero corrupti illum qui omnis,and the pain of some people is more severe than that of the free corrupt person who is all,FALSE
2,40,totam atque quo nesciunt,they do not know the whole and by what means,TRUE
3,41,aliquid amet impedit consequatur aspernatur placeat eaque fugiat suscipit,"something hinders the result, he is displeased, and he flees from it",FALSE
3,42,rerum perferendis error quia ut eveniet,the error of bearing things because it will happen,FALSE
3,43,tempore ut sint quis recusandae,at the time that they should be refused,TRUE
3,44,cum debitis quis accusamus doloremque ipsa natus sapiente omnis,"Whom shall we accuse with debts, and all sorrow itself is born wise?",TRUE
3,45,velit soluta adipisci molestias reiciendis harum,He wants to get rid of these troubles by rejecting them,FALSE
3,46,vel voluptatem repellat nihil placeat corporis,or pleasure repulses nothing pleasing to the body,FALSE
3,47,nam qui rerum fugiat accusamus,for we accuse him who flees from things,FALSE
3,48,sit reprehenderit omnis quia,everyone will criticize because,FALSE
3,49,ut necessitatibus aut maiores debitis officia blanditiis velit et,so that the needs or the greater debts he wants to flatter the services and,FALSE
3,50,cupiditate necessitatibus ullam aut quis dolor voluptate,"any desire for necessity, or any pain for pleasure",TRUE
3,51,distinctio exercitationem ab doloribus,distinguishing exercise from pain,FALSE
3,52,nesciunt dolorum quis recusandae ad pariatur ratione,they do not know the reason of the pains which one refuses to give birth to,FALSE
3,53,qui labore est occaecati recusandae aliquid quam,who is blinded by the effort of refusing anything but,FALSE
3,54,quis et est ut voluptate quam dolor,who is more like pleasure than pain,TRUE
3,55,voluptatum omnis minima qui occaecati provident nulla voluptatem ratione,every little pleasure that the dark ones provide for no reason for pleasure,TRUE
3,56,deleniti ea temporibus enim,for those times were softened,TRUE
3,57,pariatur et magnam ea doloribus similique voluptatem rerum quia,and that great pains and similar pleasures of things should be spared because,FALSE
3,58,est dicta totam qui explicabo doloribus qui dignissimos,It is said that I will explain the whole thing to those who deserve it,FALSE
3,59,perspiciatis velit id laborum placeat iusto et aliquam odio,I want you to see that it's easy to like and have some hate,FALSE
3,60,et sequi qui architecto ut adipisci,and follow that engineer to get it,TRUE
4,61,odit optio omnis qui sunt,everyone hates the option,TRUE
4,62,et placeat et tempore aspernatur sint numquam,and let them be pleased and never be displeased at the time,FALSE
4,63,doloremque aut dolores quidem fuga qui nulla,"and pain or pains, indeed, flight which is none",TRUE
4,64,voluptas consequatur qui ut quia magnam nemo esse,"pleasure will be obtained by those who, because there is no one who is great",FALSE
4,65,fugiat pariatur ratione ut asperiores necessitatibus magni,let him flee and be prepared for the greater needs of the great,FALSE
4,66,rerum eum molestias autem voluptatum sit optio,but let the troubles of things be the choice of pleasures,FALSE
4,67,quia voluptatibus voluptatem quos similique maiores repellat,because with pleasures he repulses the pleasures of those who are older and the like,FALSE
4,68,aut id perspiciatis voluptatem iusto,or you may see it as mere pleasure,FALSE
4,69,doloribus sint dolorum ab adipisci itaque dignissimos aliquam suscipit,the pains should be pains from receiving so it takes some of the most worthy,FALSE
4,70,ut sequi accusantium et mollitia delectus sunt,They were chosen to follow the accusers and the resilience,FALSE
4,71,aut velit saepe ullam,or he wants often any,FALSE
4,72,praesentium facilis facere quis harum voluptatibus voluptatem eum,It is easy for anyone to make these pleasures present,FALSE
4,73,sint amet quia totam corporis qui exercitationem commodi,they are important because they benefit the whole body from exercise,TRUE
4,74,expedita tempore nobis eveniet laborum maiores,"In due time, greater troubles will happen to us",FALSE
4,75,occaecati adipisci est possimus totam,we can get the whole thing blacked out,FALSE
4,76,sequi dolorem sed,follow the pain but,TRUE
4,77,maiores aut nesciunt delectus exercitationem vel assumenda eligendi at,the elders either do not know the chosen exercise or the assumption of choosing at,FALSE
4,78,reiciendis est magnam amet nemo iste recusandae impedit quaerat,"It is very important to reject it, and no one should try to prevent it from being rejected",FALSE
4,79,eum ipsa maxime ut,she especially likes him,TRUE
4,80,tempore molestias dolores rerum sequi voluptates ipsum consequatur,in time the troubles and pains of things follow the pleasures themselves,TRUE
5,81,suscipit qui totam,who undertakes the whole,TRUE
5,82,voluptates eum voluptas et dicta,pleasures him pleasures and words,FALSE
5,83,quidem at rerum quis ex aut sit quam,"indeed, who is from or what is the nature of things",TRUE
5,84,sunt veritatis ut voluptate,they are of truth as pleasure,FALSE
5,85,et quia ad iste a,and because to this a,TRUE
5,86,incidunt ut saepe autem,but they often occur,TRUE
5,87,laudantium quae eligendi consequatur quia et vero autem,lauding what is the result of choosing because and in truth,TRUE
5,88,vitae aut excepturi laboriosam sint aliquam et et accusantium,"of life, or to receive some laborious one, and of the accusers",FALSE
5,89,sequi ut omnis et,to follow as all and,TRUE
5,90,molestiae nisi accusantium tenetur dolorem et,pain is held only by the accusers of trouble and,TRUE
5,91,nulla quis consequatur saepe qui id expedita,no one succeeds often who does this expediently,TRUE
5,92,in omnis laboriosam,in all laborious,TRUE
5,93,odio iure consequatur molestiae quibusdam necessitatibus quia sint,hatred of the law results in inconvenience to certain necessities because they exist,TRUE
5,94,facilis modi saepe mollitia,easy ways often resilience,FALSE
5,95,vel nihil et molestiae iusto assumenda nemo quo ut,or nothing and no one to take the trouble just so,TRUE
5,96,nobis suscipit ducimus enim asperiores voluptas,for we take the roughest pleasures,FALSE
5,97,dolorum laboriosam eos qui iure aliquam,those who have some right to labor pains,FALSE
5,98,debitis accusantium ut quo facilis nihil quis sapiente necessitatibus,"the debts of the accusers, so that nothing is easy for any wise man's needs",TRUE
5,99,neque voluptates ratione,nor the pleasures of reason,FALSE
5,100,excepturi a et neque qui expedita vel voluptate,to be excluded from and not those who expediency or pleasure,FALSE
6,101,explicabo enim cumque porro aperiam occaecati minima,for I will explain when I further open the little dark place,FALSE
6,102,sed ab consequatur,but from the result,FALSE
6,103,non sunt delectus illo nulla tenetur enim omnis,"they are not chosen by him, for all are bound to none",FALSE
6,104,excepturi non laudantium quo,to be accepted by those who do not praise him,FALSE
6,105,totam quia dolorem et illum repellat voluptas optio,all because the choice of pleasure repels pain and it,TRUE
6,106,ad illo quis voluptatem temporibus,to him who is the pleasure of the times,TRUE
6,107,praesentium facilis omnis laudantium fugit ad iusto nihil nesciunt,"All those who praise the present easily flee to the just, they know nothing",FALSE
6,108,a eos eaque nihil et exercitationem incidunt delectus,from them and that nothing and training fall selected,TRUE
6,109,autem temporibus harum quisquam in culpa,but in these times no one was at fault,TRUE
6,110,aut aut ea corporis,or those of the body,TRUE
6,111,magni accusantium labore et id quis provident,"by the great labor of the accusers, and who provide that",FALSE
6,112,consectetur impedit quisquam qui deserunt non rerum consequuntur eius,He hinders anyone who forsakes the consequences of his actions,FALSE
6,113,quia atque aliquam sunt impedit voluptatum rerum assumenda nisi,because there are some things that prevent us from assuming the pleasures of things,FALSE
6,114,cupiditate quos possimus corporis quisquam exercitationem beatae,by the desire of which we may exercise the blessed body,FALSE
6,115,sed et ea eum,but she also him,FALSE
6,116,ipsa dolores vel facilis ut,the pain itself or easy to,TRUE
6,117,sequi quae est et qui qui eveniet asperiores,to follow what is and who will turn out to be harsher,FALSE
6,118,quia modi consequatur vero fugiat,because the results of the method should be avoided,FALSE
6,119,corporis ducimus ea perspiciatis iste,we bring them to the understanding of the body,FALSE
6,120,dolorem laboriosam vel voluptas et aliquam quasi,laborious pain or pleasure and some sort of,FALSE
7,121,inventore aut nihil minima laudantium hic qui omnis,the inventor or nothing of the smallest praise here who all,TRUE
7,122,provident aut nobis culpa,"they provide, or it is our fault",TRUE
7,123,esse et quis iste est earum aut impedit,"to be, and who is he among them, or hinders him",FALSE
7,124,qui consectetur id,who will pursue it,FALSE
7,125,aut quasi autem iste tempore illum possimus,or as if at this time we could have him,FALSE
7,126,ut asperiores perspiciatis veniam ipsum rerum saepe,in order that you may see more clearly the very nature of things often,TRUE
7,127,voluptatem libero consectetur rerum ut,the pleasure of the free pursuit of things as,TRUE
7,128,eius omnis est qui voluptatem autem,But everyone who has pleasure belongs to him,FALSE
7,129,rerum culpa quis harum,the fault of which of these things,FALSE
7,130,nulla aliquid eveniet harum laborum libero alias ut unde,None of these labors will be free from any other source,TRUE
7,131,qui ea incidunt quis,Who are they?,FALSE
7,132,qui molestiae voluptatibus velit iure harum quisquam,"Whosoever desires the pleasures of trouble, by right of these, any one",TRUE
7,133,et labore eos enim rerum consequatur sunt,and by hard work they will achieve things,TRUE
7,134,molestiae doloribus et laborum quod ea,pains and sufferings that she,FALSE
7,135,facere ipsa nam eum voluptates reiciendis vero qui,for by rejecting him the pleasures she does,FALSE
7,136,asperiores illo tempora fuga sed ut quasi adipisci,"the rougher times of the flight, but as if to gain",FALSE
7,137,qui sit non,who is not,FALSE
7,138,placeat minima consequatur rem qui ut,It is pleasing to those who achieve the smallest thing,TRUE
7,139,consequatur doloribus id possimus voluptas a voluptatem,it is the result of pains that we can obtain pleasure from pleasure,FALSE
7,140,aut consectetur in blanditiis deserunt quia sed laboriosam,or they forsake the pursuit of flattery because it is laborious,TRUE
8,141,explicabo consectetur debitis voluptates quas quae culpa rerum non,I will explain that due pleasures will follow which are not the fault of things,TRUE
8,142,maiores accusantium architecto necessitatibus reiciendis ea aut,"the chief accusers of the architect's needs, rejecting them, or",TRUE
8,143,eum non recusandae cupiditate animi,not with the desire of the mind to refuse him,FALSE
8,144,ut eum exercitationem sint,to exercise him,FALSE
8,145,beatae qui ullam incidunt voluptatem non nisi aliquam,blessed are those who find no pleasure but some,FALSE
8,146,molestiae suscipit ratione nihil odio libero impedit vero totam,"He takes trouble on account of nothing that hinders free hatred, but the whole",TRUE
8,147,eum itaque quod reprehenderit et facilis dolor autem ut,"And therefore he rebuked him, and his pain was easy",TRUE
8,148,esse quas et quo quasi exercitationem,to be what and how to practice,FALSE
8,149,animi voluptas quod perferendis est,the pleasure of the soul which is to be endured,FALSE
8,150,eos amet tempore laudantium fugit a,He fled from them at the time when they were praising him,FALSE
8,151,accusamus adipisci dicta qui quo ea explicabo sed vero,"We accuse him of getting the words that I will explain them, but it is true",TRUE
8,152,odit eligendi recusandae doloremque cumque non,he hates the pain of refusing to choose or not,FALSE
8,153,ea aperiam consequatur qui repellat eos,I will open them and he will succeed in repelling them,FALSE
8,154,rerum non ex sapiente,of things not from the wise,TRUE
8,155,voluptatem nobis consequatur et assumenda magnam,It will be a great pleasure for us and to be assumed,TRUE
8,156,nam quia quia nulla repellat assumenda quibusdam sit nobis,for because there is no repulse it must be assumed by some of us,TRUE
8,157,dolorem veniam quisquam deserunt repellendus,I forgive anyone who abandons the pain to be repelled,TRUE
8,158,debitis vitae delectus et harum accusamus aut deleniti a,"the debts of the chosen life, and we accuse them or forgive them a",TRUE
8,159,debitis adipisci quibusdam aliquam sed dolore ea praesentium nobis,"you must obtain some, but with pain those present to us",TRUE
8,160,et praesentium aliquam est,and there is some present,FALSE
9,161,ex hic consequuntur earum omnis alias ut occaecati culpa,from this result all their others as blinded by guilt,TRUE
9,162,omnis laboriosam molestias animi sunt dolore,All laborious troubles of the mind are pain,TRUE
9,163,natus corrupti maxime laudantium et voluptatem laboriosam odit,He is born corrupt and hates the most praiseworthy and laborious pleasure,FALSE
9,164,reprehenderit quos aut aut consequatur est sed,He will criticize those who will either succeed but,FALSE
9,165,fugiat perferendis sed aut quidem,"let him flee from suffering, but either",FALSE
9,166,quos quo possimus suscipit minima ut,whom we can receive as little as possible,FALSE
9,167,et quis minus quo a asperiores molestiae,and one less than the other from the harsher troubles,FALSE
9,168,recusandae quia qui sunt libero,to be refused because those who are free,FALSE
9,169,ea odio perferendis officiis,she hates to carry out her duties,TRUE
9,170,quisquam aliquam quia doloribus aut,any one because of pains or,FALSE
9,171,fugiat aut voluptatibus corrupti deleniti velit iste odio,"let him flee, or be indulged by the pleasures of the corrupt, that he hates",TRUE
9,172,et provident amet rerum consectetur et voluptatum,and they provide for the pursuit of goods and pleasures,FALSE
9,173,harum ad aperiam quis,Who will open these?,FALSE
9,174,similique aut quo,and the like or what,FALSE
9,175,laudantium eius officia perferendis provident perspiciatis asperiores,those who praise him provide for the carrying out of their duties more harshly than they can see,TRUE
9,176,magni soluta corrupti ut maiores rem quidem,the great loosed the corrupt as the greater things indeed,FALSE
9,177,et placeat temporibus voluptas est tempora quos quibusdam,"and let the times be pleasing, the pleasures are the times which some",FALSE
9,178,nesciunt itaque commodi tempore,therefore they do not know when it is convenient,TRUE
9,179,omnis consequuntur cupiditate impedit itaque ipsam quo,Every consequence of desire therefore hinders the very thing whereof,TRUE
9,180,debitis nisi et dolorem repellat et,debts unless it repels pain and,TRUE
10,181,ut cupiditate sequi aliquam fuga maiores,as a desire to follow some flight of elders,FALSE
10,182,inventore saepe cumque et aut illum enim,for he often finds out whether or not he,TRUE
10,183,omnis nulla eum aliquam distinctio,all there is no distinction between him,TRUE
10,184,molestias modi perferendis perspiciatis,understand the difficulties of the manner of bearing them,FALSE
10,185,voluptates dignissimos sed doloribus animi quaerat aut,or he seeks the most worthy pleasures but with pains of soul,FALSE
10,186,explicabo odio est et,I will explain that it is hateful and,FALSE
10,187,consequuntur animi possimus,we can have the result of the mind,FALSE
10,188,vel non beatae est,or she is not happy,TRUE
10,189,culpa eius et voluptatem et,his guilt and pleasure and,TRUE
10,190,accusamus sint iusto et voluptatem exercitationem,We accuse them of being regular and pleasure-seeking,TRUE
10,191,temporibus atque distinctio omnis eius impedit tempore molestias pariatur,the times and distinctions of all of them interfere with the time when troubles are born,TRUE
10,192,ut quas possimus exercitationem sint voluptates,so that what we can exercise are pleasures,FALSE
10,193,rerum debitis voluptatem qui eveniet tempora distinctio a,You owe the pleasure of the things that will happen to the distinction of times,TRUE
10,194,sed ut vero sit molestiae,but that it may indeed be trouble,FALSE
10,195,rerum ex veniam mollitia voluptatibus pariatur,the softness of things is matched by pleasures,TRUE
10,196,consequuntur aut ut fugit similique,they result either as escapes and the like,TRUE
10,197,dignissimos quo nobis earum saepe,the most valuable of them to us often,TRUE
10,198,quis eius est sint explicabo,I will explain who he is,TRUE
10,199,numquam repellendus a magnam,never be repulsed by the great,TRUE
10,200,ipsam aperiam voluptates qui,I will open the very pleasures that,FALSE
